experiment,job,metric,metric_display,mean,std,num_seeds,complete
ablations/generation/stable_diffusion_3,jobs/ablations/generation/stable_diffusion_3.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4846333365,0.0015923514,3,True
ablations/generation/stable_diffusion_3,jobs/ablations/generation/stable_diffusion_3.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6856666605,0.0014383492,3,True
ablations/generation/stable_diffusion_3,jobs/ablations/generation/stable_diffusion_3.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7503333489,0.0033826326,3,True
ablations/generation/stable_diffusion_3,jobs/ablations/generation/stable_diffusion_3.sh,flowers_test_accuracy,Flowers Lin.,0.3571428657,0.0091832082,3,True
ablations/generation/stable_diffusion_3,jobs/ablations/generation/stable_diffusion_3.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.3518699110,0.0029657129,3,True
ablations/generation/stable_diffusion_3,jobs/ablations/generation/stable_diffusion_3.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.5243055423,0.0072171350,3,True
ablations/generation/stable_diffusion_3,jobs/ablations/generation/stable_diffusion_3.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.4678819478,0.0066888135,3,True
ablations/generation/stable_diffusion_3,jobs/ablations/generation/stable_diffusion_3.sh,pets_test_accuracy,Pets Lin.,0.4184782604,0.0079997747,3,True
ablations/generation/stable_diffusion_3,jobs/ablations/generation/stable_diffusion_3.sh,petsknn_knn_test_accuracy,Pets kNN,0.2425976396,0.0055500927,3,True
ablations/generation/stable_diffusion_3,jobs/ablations/generation/stable_diffusion_3.sh,training_time,Training time (h),17.1822757721,0.0963429205,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,aircraft_test_accuracy,Aircraft Lin.,0.0165867306,0.0008595447,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0215827338,0.0019115837,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,cars_test_accuracy,Cars Lin.,0.0183823534,0.0070042598,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,carsknn_knn_test_accuracy,Cars kNN,0.0159313728,0.0037772146,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.1266666700,0.0009843197,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.1828333338,0.0102905604,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.3580666681,0.0037061475,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.4347333411,0.0162286368,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,flowers_test_accuracy,Flowers Lin.,0.1239316265,0.0356267791,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.0597637631,0.0050544289,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.2029079894,0.0058794367,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.1115451381,0.0044580368,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,pets_test_accuracy,Pets Lin.,0.0905797084,0.0111674172,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,petsknn_knn_test_accuracy,Pets kNN,0.0580065362,0.0023532102,3,True
ablations/pretraining/dino,jobs/ablations/pretraining/dino.sh,training_time,Training time (h),16.5383005142,0.4018384784,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,aircraft_test_accuracy,Aircraft Lin.,0.0566886639,0.0048177503,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0538892224,0.0017201217,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,cars_test_accuracy,Cars Lin.,0.0302287589,0.0015284554,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,carsknn_knn_test_accuracy,Cars kNN,0.0296523521,0.0023136425,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.2671333353,0.0049466087,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.2058666696,0.0265055120,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.5795666575,0.0038869961,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.5052333375,0.0104999522,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,flowers_test_accuracy,Flowers Lin.,0.1147186135,0.0301480247,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.1633062363,0.0092766865,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.2823350728,0.0072561850,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.2510850678,0.0046442967,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,pets_test_accuracy,Pets Lin.,0.1530797084,0.0033891882,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,petsknn_knn_test_accuracy,Pets kNN,0.1223433266,0.0059986780,3,True
ablations/pretraining/moco,jobs/ablations/pretraining/moco.sh,training_time,Training time (h),12.3144925435,1.2060718434,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.2239552091,0.0042015432,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.1168766270,0.0022086311,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,cars_test_accuracy,Cars Lin.,0.1519607852,0.0115395820,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0674846619,0.0026506101,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3782666723,0.0026081121,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4914333324,0.0017931923,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6898666819,0.0053168487,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7597333392,0.0029465443,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,flowers_test_accuracy,Flowers Lin.,0.3679653704,0.0186197468,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.3646612565,0.0035854352,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.5379774173,0.0011065645,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.4806857606,0.0058553494,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,pets_test_accuracy,Pets Lin.,0.4293478231,0.0096712614,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.2530426929,0.0097392181,3,True
ablations/pretraining/simclr,jobs/ablations/pretraining/simclr.sh,training_time,Training time (h),20.9823436737,0.3865749386,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,aircraft_test_accuracy,Aircraft Lin.,0.2239552091,0.0042015432,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.1168766270,0.0022086311,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,cars_test_accuracy,Cars Lin.,0.1519607852,0.0115395820,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,carsknn_knn_test_accuracy,Cars kNN,0.0674846619,0.0026506101,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3782666723,0.0026081121,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4914333324,0.0017931923,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6898666819,0.0053168487,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7597333392,0.0029465443,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,flowers_test_accuracy,Flowers Lin.,0.3679653704,0.0186197468,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.3646612565,0.0035854352,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.5379774173,0.0011065645,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.4806857606,0.0058553494,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,pets_test_accuracy,Pets Lin.,0.4293478231,0.0096712614,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,petsknn_knn_test_accuracy,Pets kNN,0.2530426929,0.0097392181,3,True
ablations/sample_selection/mode_window,jobs/ablations/sample_selection/mode_window.sh,training_time,Training time (h),20.9823436737,0.3865749386,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,aircraft_test_accuracy,Aircraft Lin.,0.2194561064,0.0039590040,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.1140771856,0.0024161239,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,cars_test_accuracy,Cars Lin.,0.1691176494,0.0072154938,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,carsknn_knn_test_accuracy,Cars kNN,0.0662576680,0.0022954941,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3773999910,0.0021181722,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4924999972,0.0022730382,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6917666594,0.0028755756,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7555999955,0.0013490738,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,flowers_test_accuracy,Flowers Lin.,0.3463203410,0.0292007286,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.3594037890,0.0024093461,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.5284288128,0.0008119899,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.4828559061,0.0032479674,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,pets_test_accuracy,Pets Lin.,0.4347826044,0.0066562205,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,petsknn_knn_test_accuracy,Pets kNN,0.2496821036,0.0053410313,3,True
ablations/sample_selection/mode_window_q1_diverse,jobs/ablations/sample_selection/mode_window_q1_diverse.sh,training_time,Training time (h),20.8251533508,0.0130919521,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,aircraft_test_accuracy,Aircraft Lin.,0.2244551132,0.0055324244,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.1129774054,0.0016669980,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,cars_test_accuracy,Cars Lin.,0.1519607852,0.0034662060,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,carsknn_knn_test_accuracy,Cars kNN,0.0728016372,0.0022587637,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3797333340,0.0019938792,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4926666617,0.0040581807,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6868000031,0.0012247534,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7551666498,0.0014613468,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,flowers_test_accuracy,Flowers Lin.,0.3549783627,0.0110368427,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.3652574619,0.0010812964,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.5342882077,0.0094544397,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.4845920205,0.0037713029,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,pets_test_accuracy,Pets Lin.,0.4375000000,0.0310623625,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,petsknn_knn_test_accuracy,Pets kNN,0.2483197053,0.0078542591,3,True
ablations/sample_selection/mode_window_q50_diverse,jobs/ablations/sample_selection/mode_window_q50_diverse.sh,training_time,Training time (h),20.8963216146,0.0494483110,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,aircraft_test_accuracy,Aircraft Lin.,0.2239552091,0.0042015432,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.1168766270,0.0022086311,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,cars_test_accuracy,Cars Lin.,0.1519607852,0.0115395820,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,carsknn_knn_test_accuracy,Cars kNN,0.0674846619,0.0026506101,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3782666723,0.0026081121,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4914333324,0.0017931923,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6898666819,0.0053168487,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7597333392,0.0029465443,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,flowers_test_accuracy,Flowers Lin.,0.3679653704,0.0186197468,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.3646612565,0.0035854352,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.5379774173,0.0011065645,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.4806857606,0.0058553494,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,pets_test_accuracy,Pets Lin.,0.4293478231,0.0096712614,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,petsknn_knn_test_accuracy,Pets kNN,0.2530426929,0.0097392181,3,True
ablations/sample_selection/mode_window_q75_diverse,jobs/ablations/sample_selection/mode_window_q75_diverse.sh,training_time,Training time (h),20.9823436737,0.3865749386,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,aircraft_test_accuracy,Aircraft Lin.,0.1592159271,0.0131272413,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0957095623,0.0023433086,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,cars_test_accuracy,Cars Lin.,0.0997954980,0.0169277731,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,carsknn_knn_test_accuracy,Cars kNN,0.0407202803,0.0039466545,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3437666893,0.0017473756,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4308999777,0.0098974705,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6567999721,0.0077659544,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7078999877,0.0047507961,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,flowers_test_accuracy,Flowers Lin.,0.2766884565,0.0099838246,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.2394969463,0.0091018463,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.4219326973,0.0140077826,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.3537459373,0.0117805433,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,pets_test_accuracy,Pets Lin.,0.3052536249,0.0122534009,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,petsknn_knn_test_accuracy,Pets kNN,0.1812483072,0.0078852419,3,True
ablations/sample_selection/ood_top,jobs/ablations/sample_selection/ood_top.sh,training_time,Training time (h),29.2336330414,4.1618051529,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,aircraft_test_accuracy,Aircraft Lin.,0.1753175259,0.0117216613,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.1021102071,0.0067645530,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,cars_test_accuracy,Cars Lin.,0.0928425416,0.0087050302,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,carsknn_knn_test_accuracy,Cars kNN,0.0489052571,0.0007088383,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3569999933,0.0030512272,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4379333258,0.0073384731,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6610666513,0.0095269727,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7149333954,0.0018903246,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,flowers_test_accuracy,Flowers Lin.,0.3289760351,0.0037735309,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.2531577051,0.0042324993,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.4201954305,0.0090504512,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.3737241924,0.0064272070,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,pets_test_accuracy,Pets Lin.,0.3170289695,0.0393161923,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,petsknn_knn_test_accuracy,Pets kNN,0.1899700165,0.0082083456,3,True
ablations/sample_selection/uniform,jobs/ablations/sample_selection/uniform.sh,training_time,Training time (h),30.4387416840,4.4426221848,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,aircraft_test_accuracy,Aircraft Lin.,0.2239552091,0.0042015432,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.1168766270,0.0022086311,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,cars_test_accuracy,Cars Lin.,0.1642156889,0.0117970015,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,carsknn_knn_test_accuracy,Cars kNN,0.0703476469,0.0020854878,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3782666723,0.0026081121,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4929333429,0.0024087784,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6898666819,0.0053168487,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7581666708,0.0024308311,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,flowers_test_accuracy,Flowers Lin.,0.3679653704,0.0186197468,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.3646612565,0.0035854352,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.5379774173,0.0011065645,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.4806857606,0.0058553494,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,pets_test_accuracy,Pets Lin.,0.4293478231,0.0096712614,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,petsknn_knn_test_accuracy,Pets kNN,0.2530426929,0.0097392181,3,True
sota/imagenet-100-lt/bridge,jobs/sota/imagenet-100-lt/bridge.sh,training_time,Training time (h),21.8072967529,1.0484039899,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.0245950806,0.0081187208,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0242951407,0.0017659991,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,cars_test_accuracy,Cars Lin.,0.0196078438,0.0026473612,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0112474437,0.0025212327,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.1298000018,0.0048627870,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.1835999986,0.0065380945,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.3625333309,0.0075869740,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.4383999904,0.0165523428,3,True
