experiment,job,metric,metric_display,mean,std,num_seeds,complete
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,flowers_test_accuracy,Flowers Lin.,0.2435064986,0.0227272734,2,False
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.2187804878,0.0008943081,2,False
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.3981119692,0.0107421875,2,False
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.2913411409,0.0074869841,2,False
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,pets_test_accuracy,Pets Lin.,0.2758152187,0.0067934692,2,False
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,petsknn_knn_test_accuracy,Pets kNN,0.1554495916,0.0012261644,2,False
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,training_time,Training time (h),11.8693394661,0.1985812187,2,False
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.0222955408,0.0060204237,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0209958010,0.0047802571,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,cars_test_accuracy,Cars Lin.,0.0130718956,0.0011554032,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0079754603,0.0008676157,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.1041666667,0.0046312919,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.1688000013,0.0087189464,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.3188000023,0.0043566102,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.4196666678,0.0151354652,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,flowers_test_accuracy,Flowers Lin.,0.1060606043,0.0080988251,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.0746883464,0.0162082279,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.2022569478,0.0090419580,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.0913628464,0.0069172656,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,pets_test_accuracy,Pets Lin.,0.0833333333,0.0084000169,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.0453224344,0.0007813190,3,True
sota/cifar-100-lt/bridge_sdclr,jobs/sota/cifar-100-lt/bridge_sdclr.sh,training_time,Training time (h),11.4785257975,1.8195811833,3,True
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,aircraft_test_accuracy,Aircraft Lin.,0.1406718642,0.0047990382,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0632873438,0.0005998798,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,cars_test_accuracy,Cars Lin.,0.0790441185,0.0055147037,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,carsknn_knn_test_accuracy,Cars kNN,0.0285276081,0.0027607363,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3663999885,0.0037000030,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4727500081,0.0048500001,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6430000067,0.0038999915,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7370999753,0.0009000003,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,flowers_test_accuracy,Flowers Lin.,0.1818181798,0.0324675366,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.1641463414,0.0049593523,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.4130859375,0.0029296875,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.2822265625,0.0061849058,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,pets_test_accuracy,Pets Lin.,0.2839673907,0.0040760785,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,petsknn_knn_test_accuracy,Pets kNN,0.1230245233,0.0004087165,2,False
sota/cifar-100-lt/bridge_ts,jobs/sota/cifar-100-lt/bridge_ts.sh,training_time,Training time (h),15.3734483719,0.5803632736,2,False
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.0244024396,0.0069353897,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0193019304,0.0016524368,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,cars_test_accuracy,Cars Lin.,0.0192229040,0.0007084049,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0092081036,0.0037340471,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.0846999958,0.0055560749,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.1567666680,0.0017009791,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.2570333183,0.0118069099,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.3712999821,0.0084148720,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,flowers_test_accuracy,Flowers Lin.,0.0936819240,0.0099838246,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.0728573799,0.0025351234,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.1624321342,0.0032789698,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.0833876133,0.0113025084,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,pets_test_accuracy,Pets Lin.,0.0987318829,0.0172577482,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.0392477512,0.0029481195,3,True
sota/cifar-100-lt/sdclr,jobs/sota/cifar-100-lt/sdclr.sh,training_time,Training time (h),9.4944982529,0.2694270611,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.1123112217,0.0099252062,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0737073720,0.0037273022,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,cars_test_accuracy,Cars Lin.,0.0413087942,0.0030878680,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0302844271,0.0033809515,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3012000024,0.0090138698,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.3111000061,0.0156038413,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.5932666659,0.0084387939,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.5896000266,0.0146369468,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,flowers_test_accuracy,Flowers Lin.,0.1263616532,0.0335398801,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.1372038871,0.0015961841,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.2866449356,0.0127161052,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.2178067416,0.0105917528,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,pets_test_accuracy,Pets Lin.,0.2010869533,0.0097976914,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.1078404561,0.0039434042,3,True
sota/cifar-100-lt/simclr,jobs/sota/cifar-100-lt/simclr.sh,training_time,Training time (h),10.0123796463,0.2150938511,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,aircraft_test_accuracy,Aircraft Lin.,0.0846084654,0.0018736862,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0547054708,0.0028516022,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,cars_test_accuracy,Cars Lin.,0.0282208566,0.0056227916,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,carsknn_knn_test_accuracy,Cars kNN,0.0241456926,0.0038986201,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.2460000068,0.0038314539,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.2804333270,0.0013051151,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.5314333439,0.0056800740,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.5634333491,0.0024583086,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,flowers_test_accuracy,Flowers Lin.,0.1546841115,0.0247446969,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.0927522108,0.0044843280,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.2616721094,0.0182449222,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.1871878356,0.0101414062,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,pets_test_accuracy,Pets Lin.,0.1621376872,0.0309034828,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,petsknn_knn_test_accuracy,Pets kNN,0.0830380619,0.0022030270,3,True
sota/cifar-100-lt/ts,jobs/sota/cifar-100-lt/ts.sh,training_time,Training time (h),11.6006469727,0.0795815513,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,aircraft_test_accuracy,Aircraft Lin.,0.2051589688,0.0065850293,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.1068786258,0.0044104677,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,cars_test_accuracy,Cars Lin.,0.1364379078,0.0068109990,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,carsknn_knn_test_accuracy,Cars kNN,0.0576687107,0.0045909908,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3686666687,0.0034296007,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4708000024,0.0039807835,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6754999955,0.0031123372,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7387000124,0.0025390306,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,flowers_test_accuracy,Flowers Lin.,0.3766233722,0.0400286638,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.3373983800,0.0016950115,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.4906684061,0.0046443034,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.4142795106,0.0075612977,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,pets_test_accuracy,Pets Lin.,0.3713768125,0.0067783632,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,petsknn_knn_test_accuracy,Pets kNN,0.1783832908,0.0057901444,3,True
sota/pass-subset/bridge,jobs/sota/pass-subset/bridge.sh,training_time,Training time (h),16.2976992925,1.3830442917,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.0184963010,0.0085165125,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0236952609,0.0022040998,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,cars_test_accuracy,Cars Lin.,0.0142973860,0.0028885084,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0159509207,0.0017352314,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.1355333328,0.0100087762,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.1877666662,0.0092499833,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.3707666695,0.0200589721,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.4400666654,0.0086784528,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,flowers_test_accuracy,Flowers Lin.,0.1255411257,0.0261537780,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.1013550137,0.0053243594,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.2118055572,0.0106491724,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.1312934036,0.0063418561,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,pets_test_accuracy,Pets Lin.,0.1240942031,0.0126162907,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.0629427781,0.0025657472,3,True
sota/pass-subset/bridge_sdclr,jobs/sota/pass-subset/bridge_sdclr.sh,training_time,Training time (h),13.2131233215,0.2851006398,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,aircraft_test_accuracy,Aircraft Lin.,0.1411717633,0.0046552471,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0655868823,0.0009897520,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,cars_test_accuracy,Cars Lin.,0.1213235259,0.0040024340,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,carsknn_knn_test_accuracy,Cars kNN,0.0304703477,0.0020244372,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.2785999974,0.0046303350,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4059333305,0.0070281964,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.5882000128,0.0048833048,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.6894999941,0.0060602538,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,flowers_test_accuracy,Flowers Lin.,0.3463203410,0.0292007286,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.2304065078,0.0033665442,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.5243055423,0.0063418666,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.3880208333,0.0078305688,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,pets_test_accuracy,Pets Lin.,0.3161231975,0.0147731068,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,petsknn_knn_test_accuracy,Pets kNN,0.1341507733,0.0043159352,3,True
sota/pass-subset/bridge_ts,jobs/sota/pass-subset/bridge_ts.sh,training_time,Training time (h),18.2375030518,1.4177897934,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.0219956006,0.0075297621,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0201959610,0.0011043155,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,cars_test_accuracy,Cars Lin.,0.0175653600,0.0028885084,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0126789367,0.0018964455,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.1147999987,0.0075113254,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.1773000012,0.0077257154,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.3237333298,0.0147829473,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.4223000010,0.0106623984,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,flowers_test_accuracy,Flowers Lin.,0.1060606067,0.0133428862,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.0857452576,0.0071400850,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.2081163178,0.0039897517,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.1111111095,0.0081719478,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,pets_test_accuracy,Pets Lin.,0.0815217396,0.0155311843,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.0516802905,0.0016698258,3,True
sota/pass-subset/sdclr,jobs/sota/pass-subset/sdclr.sh,training_time,Training time (h),8.6767024994,0.0363702443,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.1754649083,0.0143616664,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.1025794844,0.0049163340,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,cars_test_accuracy,Cars Lin.,0.1098856206,0.0015284534,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0535787319,0.0030606606,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3700333337,0.0025486358,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4546000063,0.0046540241,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6717000008,0.0018384909,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7229333321,0.0018006188,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,flowers_test_accuracy,Flowers Lin.,0.3333333333,0.0133428922,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.3037398458,0.0004786858,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.4468315939,0.0091506835,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.3825954795,0.0030226582,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,pets_test_accuracy,Pets Lin.,0.3333333333,0.0089669307,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.1668483218,0.0049063134,3,True
sota/pass-subset/simclr,jobs/sota/pass-subset/simclr.sh,training_time,Training time (h),10.1883513133,0.0691107956,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,aircraft_test_accuracy,Aircraft Lin.,0.1722655495,0.0016306262,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0785842811,0.0020045922,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,cars_test_accuracy,Cars Lin.,0.1021241819,0.0116832931,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,carsknn_knn_test_accuracy,Cars kNN,0.0443762789,0.0023136425,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3456999958,0.0032751590,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4354333381,0.0035612046,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6524666746,0.0074010729,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7148000002,0.0023151654,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,flowers_test_accuracy,Flowers Lin.,0.3311688304,0.0212077110,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.2452032566,0.0007391961,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.4943576356,0.0042636542,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.3932291667,0.0041517129,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,pets_test_accuracy,Pets Lin.,0.3641304374,0.0176107134,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,petsknn_knn_test_accuracy,Pets kNN,0.1441416889,0.0042270978,3,True
sota/pass-subset/ts,jobs/sota/pass-subset/ts.sh,training_time,Training time (h),10.8277645111,0.1033401274,3,True
